polity,variable_name,variable_sub_name,value,year_from,year_to,certainty
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,36.134,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,115.542,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,40,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,31.323,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,120.953,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,3.1,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,32.22,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,120.093,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,3.1,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,32.078,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,121.007,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,3.8,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,32.264,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,120.568,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,6.5,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,34.619,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,119.329,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,0,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,34.889,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,119.028,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,10.5,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,31.254,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,117.853,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,10.1,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,31.27,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,117.321,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,24.5,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,26.585,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,116.001,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,213.1,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,34.721,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,114.441,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,66.2,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,34.386,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,114.143,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,67.1,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,34.51,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,113.427,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,234.2,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,34.368,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,115.9,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,45.1,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,34.099,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,114.421,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,59,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,33.705,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,114.884,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,45.9,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100209,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,34.094,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,114.84,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,54,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,34.01,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,114.188,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,54.7,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,33.603,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,114.024,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,61,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,33.547,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,113.672,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,73.9,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100209,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,33.296,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,113.001,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,163.4,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,latitude,34.06,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,longitude,112.422,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,elevation,473.1,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1786,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1786,1787,Evidenced
CnQingE,crisisdb_disease_event,latitude,25.632,1786,1787,Evidenced
CnQingE,crisisdb_disease_event,longitude,112.401,1786,1787,Evidenced
CnQingE,crisisdb_disease_event,elevation,209.4,1786,1787,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1786,1787,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1786,1787,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1786,1787,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1787,1787,Evidenced
CnQingE,crisisdb_disease_event,latitude,26.585,1787,1787,Evidenced
CnQingE,crisisdb_disease_event,longitude,116.001,1787,1787,Evidenced
CnQingE,crisisdb_disease_event,elevation,213.1,1787,1787,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1787,1787,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1787,1787,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1787,1787,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,latitude,39.626,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,longitude,113.698,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,elevation,1429.1,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,latitude,24.451,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,longitude,118.369,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,elevation,19.6,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,latitude,24.479,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,longitude,108.535,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,elevation,185.2,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1788,1788,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,latitude,27.096,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,longitude,114.989,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,elevation,49,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,latitude,27.096,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,longitude,114.989,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,elevation,49,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,latitude,26.741,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,longitude,114.893,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,elevation,77.3,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1789,1789,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100209,1790,1790,Evidenced
CnQingE,crisisdb_disease_event,latitude,38.082,1790,1790,Evidenced
CnQingE,crisisdb_disease_event,longitude,116.376,1790,1790,Evidenced
CnQingE,crisisdb_disease_event,elevation,12.9,1790,1790,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1790,1790,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1790,1790,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1790,1790,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,latitude,29.641,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,longitude,116.013,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,elevation,179.7,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,latitude,29.664,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,longitude,116.278,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,elevation,32.8,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,latitude,29.996,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,longitude,115.929,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,elevation,15.9,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,latitude,36.931,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,longitude,114.271,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,elevation,233.1,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100209,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,latitude,31.655,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,longitude,120.808,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,elevation,3.7,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100209,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,latitude,31.655,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,longitude,120.808,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,elevation,3.7,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,latitude,30.713,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,longitude,121.091,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,elevation,6.4,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,disease_event,340100009,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,latitude,29.664,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,longitude,116.278,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,elevation,32.8,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,sub_category,Pestilence,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,magnitude,Uncertain,1793,1793,Evidenced
CnQingE,crisisdb_disease_event,duration,No description,1793,1793,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,373,1646,1646,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Shunzhi,1646,1646,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,120000000,1646,1646,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,298,1647,1647,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Shunzhi,1647,1647,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,120000000,1647,1647,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,395,1649,1649,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Shunzhi,1649,1649,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,120000000,1649,1649,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,397,1652,1652,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Shunzhi,1652,1652,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,120000000,1652,1652,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,50,1652,1652,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Shunzhi,1652,1652,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,120000000,1652,1652,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,399,1655,1655,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Shunzhi,1655,1655,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,120000000,1655,1655,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,50,1655,1655,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Shunzhi,1655,1655,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,120000000,1655,1655,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,343,1658,1658,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Shunzhi,1658,1658,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,120000000,1658,1658,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,376,1659,1659,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Shunzhi,1659,1659,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,120000000,1659,1659,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,383,1661,1661,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Shunzhi,1661,1661,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,120000000,1661,1661,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,200,1644,1644,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1644,1644,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,146000000,1644,1644,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,155,1647,1647,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1647,1647,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,146000000,1647,1647,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,299,1670,1670,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1670,1670,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,146000000,1670,1670,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,166,1673,1673,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1673,1673,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,146000000,1673,1673,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,209,1676,1676,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1676,1676,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,146000000,1676,1676,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,151,1679,1679,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1679,1679,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,146000000,1679,1679,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,179,1683,1683,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1683,1683,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,146000000,1683,1683,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,164,1685,1685,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1685,1685,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,146000000,1685,1685,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,146,1688,1688,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1688,1688,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,202000000,1688,1688,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,157,1691,1691,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1691,1691,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,202000000,1691,1691,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,168,1694,1694,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1694,1694,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,202000000,1694,1694,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,150,1697,1697,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1697,1697,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,202000000,1697,1697,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,305,1700,1700,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1700,1700,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,202000000,1700,1700,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,jinshi_degrees_awarded,166,1703,1703,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,emperor,Kangxi,1703,1703,Evidenced
CnQingE,crisisdb_jinshi_degrees_awarded,population_in_year_x,202000000,1703,1703,Evidenced
